rxte_obsid,source_id,canonical_source,archive_target_name,reference_class,class_label,proposal_id,cycle,observation_start,duration,exposure,archive_identifier,mapping_method,mapping_confidence,separation_deg,ra,dec,archive_status,status,query_record,notes
94060-01-02-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54870.15964,3138.0,2050.0,AO13/P94060/94060-01-02-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-03-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54874.74383,3780.0,2161.0,AO13/P94060/94060-01-03-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-04-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54878.53647,2816.0,2333.0,AO13/P94060/94060-01-04-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-05-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54882.12275,2002.0,1403.0,AO13/P94060/94060-01-05-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-06-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54886.44126,4129.0,1748.0,AO13/P94060/94060-01-06-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-07-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54890.69319,5943.0,2317.0,AO13/P94060/94060-01-07-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-08-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54894.89595,2812.0,2134.0,AO13/P94060/94060-01-08-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-09-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54898.73823,3780.0,2752.0,AO13/P94060/94060-01-09-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-10-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54902.92509,4047.0,2980.0,AO13/P94060/94060-01-10-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-11-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54906.98882,3403.0,2165.0,AO13/P94060/94060-01-11-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-12-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54910.84408,3525.0,2879.0,AO13/P94060/94060-01-12-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-13-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54914.5719,5075.0,2933.0,AO13/P94060/94060-01-13-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-14-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54918.42297,4101.0,3048.0,AO13/P94060/94060-01-14-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-15-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54922.74788,6027.0,3175.0,AO13/P94060/94060-01-15-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-16-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54927.06906,3855.0,2521.0,AO13/P94060/94060-01-16-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-17-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54929.42337,2948.0,2498.0,AO13/P94060/94060-01-17-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-18-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54934.07647,3099.0,2629.0,AO13/P94060/94060-01-18-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-19-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54938.51652,3553.0,2005.0,AO13/P94060/94060-01-19-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-20-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54942.50435,4006.0,2007.0,AO13/P94060/94060-01-20-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-21-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54946.55992,4008.0,2424.0,AO13/P94060/94060-01-21-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-22-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54950.54881,3959.0,2479.0,AO13/P94060/94060-01-22-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-23-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54954.75213,3991.0,2031.0,AO13/P94060/94060-01-23-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-24-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54958.93929,2490.0,1665.0,AO13/P94060/94060-01-24-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-25-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54962.66953,3896.0,1579.0,AO13/P94060/94060-01-25-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-26-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54966.39383,2170.0,1574.0,AO13/P94060/94060-01-26-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-27-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54970.19315,2101.0,1479.0,AO13/P94060/94060-01-27-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-28-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54974.24453,3569.0,null,AO13/P94060/94060-01-28-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-30-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54982.93215,3050.0,1879.0,AO13/P94060/94060-01-30-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-31-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54986.46836,4197.0,1985.0,AO13/P94060/94060-01-31-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-32-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54990.78211,1853.0,1698.0,AO13/P94060/94060-01-32-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-33-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54994.44811,3841.0,2004.0,AO13/P94060/94060-01-33-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-34-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,54998.56536,3187.0,2568.0,AO13/P94060/94060-01-34-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-35-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55002.48562,3317.0,2239.0,AO13/P94060/94060-01-35-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-36-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55006.4223,2096.0,1778.0,AO13/P94060/94060-01-36-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-37-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55010.59372,3599.0,2696.0,AO13/P94060/94060-01-37-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-39-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55018.40008,2246.0,1645.0,AO13/P94060/94060-01-39-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-40-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55022.25703,2505.0,1888.0,AO13/P94060/94060-01-40-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-41-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55026.89081,3296.0,2002.0,AO13/P94060/94060-01-41-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-42-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55030.6865,2996.0,2328.0,AO13/P94060/94060-01-42-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-44-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55038.33648,4469.0,2335.0,AO13/P94060/94060-01-44-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-45-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55042.38917,4383.0,2951.0,AO13/P94060/94060-01-45-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-46-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55046.31339,5644.0,2545.0,AO13/P94060/94060-01-46-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-47-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55050.30833,4089.0,2099.0,AO13/P94060/94060-01-47-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-48-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55056.25415,3103.0,2039.0,AO13/P94060/94060-01-48-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-49-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55058.28341,5280.0,3415.0,AO13/P94060/94060-01-49-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-50-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55062.20043,6128.0,3524.0,AO13/P94060/94060-01-50-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-51-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55066.39354,3081.0,2192.0,AO13/P94060/94060-01-51-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-52-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55070.59171,2947.0,2031.0,AO13/P94060/94060-01-52-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-53-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55074.10564,3891.0,2943.0,AO13/P94060/94060-01-53-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-54-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55078.813,3440.0,2969.0,AO13/P94060/94060-01-54-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-55-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55082.55612,1944.0,1507.0,AO13/P94060/94060-01-55-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-55-01,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55082.62307,1860.0,1590.0,AO13/P94060/94060-01-55-01,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-56-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55086.148,6021.0,2632.0,AO13/P94060/94060-01-56-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-58-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55094.45521,3211.0,2455.0,AO13/P94060/94060-01-58-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-61-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55106.29502,5658.0,3304.0,AO13/P94060/94060-01-61-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-62-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55110.28203,3965.0,3430.0,AO13/P94060/94060-01-62-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-64-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55118.06127,4481.0,3512.0,AO13/P94060/94060-01-64-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-66-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55122.32474,3097.0,2561.0,AO13/P94060/94060-01-66-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-65-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55126.76955,3237.0,2496.0,AO13/P94060/94060-01-65-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-68-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55135.79031,3087.0,1971.0,AO13/P94060/94060-01-68-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-69-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55139.65219,2548.0,1958.0,AO13/P94060/94060-01-69-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-70-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55142.46514,2222.0,1702.0,AO13/P94060/94060-01-70-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-72-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55148.02325,3959.0,2461.0,AO13/P94060/94060-01-72-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
94060-01-73-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,94060,13,55154.95666,4071.0,2027.0,AO13/P94060/94060-01-73-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
95060-01-02-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,95060,14,55202.89458,3671.0,2675.0,AO14/P95060/95060-01-02-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
95060-01-03-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,95060,14,55206.75156,4382.0,1950.0,AO14/P95060/95060-01-03-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
95060-01-04-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,95060,14,55209.96456,3312.0,2700.0,AO14/P95060/95060-01-04-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
95060-01-05-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,95060,14,55214.15496,2910.0,2019.0,AO14/P95060/95060-01-05-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
95060-01-07-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,95060,14,55222.26336,2774.0,1768.0,AO14/P95060/95060-01-07-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
95060-01-08-00,4u_1705_44,4U 1705-44,4U_1705-44,NS,NS,95060,14,55226.38694,2620.0,1833.0,AO14/P95060/95060-01-08-00,explicit_designation_and_independent_catalog_position,high,0.0014075822992713704,257.22501,-44.1019,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_4u_1705_44.json,
